Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,14.100000,14.100000,13.817000,13.817000,13.817000,27
2016-01-05,13.949000,13.949000,13.949000,13.949000,13.949000,4
2016-01-06,14.000000,14.065000,13.957000,13.957000,13.957000,105
2016-01-07,14.335000,14.340000,14.330000,14.335000,14.335000,286
2016-01-08,14.060000,14.060000,13.908000,13.908000,13.908000,6
2016-01-11,13.950000,14.010000,13.855000,13.855000,13.855000,17
2016-01-12,13.860000,13.860000,13.710000,13.740000,13.740000,15
2016-01-13,13.850000,14.145000,13.850000,14.145000,14.145000,17
2016-01-14,13.737000,13.737000,13.737000,13.737000,13.737000,1
2016-01-15,13.884000,13.884000,13.884000,13.884000,13.884000,0
2016-01-18,null,null,null,null,null,null
2016-01-19,14.065000,14.110000,14.065000,14.110000,14.110000,3
2016-01-20,14.147000,14.147000,14.147000,14.147000,14.147000,1
2016-01-21,14.083000,14.083000,14.083000,14.083000,14.083000,2
2016-01-22,14.290000,14.290000,14.043000,14.043000,14.043000,7
2016-01-25,14.095000,14.240000,14.095000,14.240000,14.240000,8
2016-01-26,14.385000,14.544000,14.385000,14.544000,14.544000,1
2016-01-27,14.440000,14.440000,14.440000,14.440000,14.440000,53
2016-01-28,14.355000,14.355000,14.215000,14.216000,14.216000,27
2016-01-29,14.229000,14.265000,14.229000,14.229000,14.229000,27
2016-02-01,14.245000,14.370000,14.235000,14.329000,14.329000,9
2016-02-02,14.260000,14.276000,14.255000,14.276000,14.276000,2
2016-02-03,14.400000,14.775000,14.400000,14.720000,14.720000,47
2016-02-04,14.765000,14.900000,14.735000,14.836000,14.836000,23
2016-02-05,14.860000,14.900000,14.725000,14.764000,14.764000,7
2016-02-08,14.910000,15.420000,14.910000,15.416000,15.416000,62
2016-02-09,15.390000,15.444000,15.340000,15.444000,15.444000,18
2016-02-10,15.277000,15.300000,15.277000,15.277000,15.277000,3
2016-02-11,15.300000,15.789000,15.300000,15.789000,15.789000,58
2016-02-12,15.730000,15.785000,15.730000,15.785000,15.785000,2
2016-02-15,null,null,null,null,null,null
2016-02-16,15.385000,15.385000,15.329000,15.329000,15.329000,7
2016-02-17,15.372000,15.372000,15.372000,15.372000,15.372000,0
2016-02-18,15.427000,15.427000,15.427000,15.427000,15.427000,0
2016-02-19,15.368000,15.368000,15.368000,15.368000,15.368000,1
2016-02-22,15.179000,15.179000,15.179000,15.179000,15.179000,1
2016-02-23,15.235000,15.235000,15.235000,15.235000,15.235000,0
2016-02-24,15.292000,15.292000,15.292000,15.292000,15.292000,1
2016-02-25,15.185000,15.185000,15.165000,15.165000,15.165000,68976
2016-02-26,15.135000,15.230000,14.675000,14.689000,14.689000,23335
2016-02-29,14.735000,14.925000,14.610000,14.896000,14.896000,1598
2016-03-01,14.925000,15.040000,14.725000,14.733000,14.733000,921
2016-03-02,14.810000,15.003000,14.760000,15.003000,15.003000,809
2016-03-03,14.945000,15.330000,14.920000,15.131000,15.131000,678
2016-03-04,15.220000,15.780000,15.140000,15.681000,15.681000,912
2016-03-07,15.570000,15.795000,15.525000,15.623000,15.623000,933
2016-03-08,15.710000,15.750000,15.365000,15.384000,15.384000,906
2016-03-09,15.385000,15.395000,15.195000,15.355000,15.355000,163
2016-03-10,15.315000,15.625000,15.175000,15.546000,15.546000,571
2016-03-11,15.605000,15.660000,15.550000,15.607000,15.607000,379
2016-03-14,15.550000,15.800000,15.370000,15.518000,15.518000,276
2016-03-15,15.385000,15.410000,15.245000,15.255000,15.255000,259
2016-03-16,15.270000,15.660000,15.214000,15.214000,15.214000,167
2016-03-17,15.630000,16.035000,15.595000,16.021999,16.021999,382
2016-03-18,16.084999,16.150000,15.806000,15.806000,15.806000,118
2016-03-21,15.795000,15.860000,15.750000,15.841000,15.841000,21
2016-03-22,15.950000,15.955000,15.845000,15.877000,15.877000,45
2016-03-23,15.500000,15.500000,15.255000,15.263000,15.263000,215
2016-03-24,15.290000,15.315000,15.180000,15.191000,15.191000,73
2016-03-28,15.180000,15.325000,15.180000,15.194000,15.194000,91
2016-03-29,15.115000,15.237000,15.115000,15.237000,15.237000,60
2016-03-30,15.365000,15.365000,15.206000,15.206000,15.206000,36
2016-03-31,15.420000,15.460000,15.420000,15.460000,15.460000,39
2016-04-01,15.042000,15.042000,15.042000,15.042000,15.042000,4
2016-04-04,15.020000,15.020000,14.942000,14.942000,14.942000,4
2016-04-05,15.114000,15.114000,15.114000,15.114000,15.114000,8
2016-04-06,15.052000,15.052000,15.052000,15.052000,15.052000,12
2016-04-07,15.156000,15.156000,15.156000,15.156000,15.156000,12
2016-04-08,15.382000,15.382000,15.382000,15.382000,15.382000,14
2016-04-11,15.470000,15.974000,15.470000,15.974000,15.974000,14
2016-04-12,15.960000,16.219999,15.960000,16.219999,16.219999,7
2016-04-13,16.125000,16.323000,16.125000,16.323000,16.323000,4
2016-04-14,16.065001,16.190001,16.065001,16.169001,16.169001,2
2016-04-15,16.240000,16.309000,16.165001,16.309000,16.309000,35
2016-04-18,16.215000,16.249001,16.215000,16.249001,16.249001,4
2016-04-19,16.968000,16.968000,16.968000,16.968000,16.968000,2
2016-04-20,16.965000,17.131001,16.940001,17.131001,17.131001,2
2016-04-21,17.086000,17.086000,17.086000,17.086000,17.086000,0
2016-04-22,16.896000,16.896000,16.896000,16.896000,16.896000,7
2016-04-25,17.004999,17.004999,17.004999,17.004999,17.004999,1
2016-04-26,17.106001,17.106001,17.106001,17.106001,17.106001,2
2016-04-27,17.285999,17.285999,17.285999,17.285999,17.285999,75957
2016-04-28,17.230000,17.655001,17.139999,17.552999,17.552999,24298
2016-04-29,17.590000,17.990000,17.590000,17.789000,17.789000,4872
2016-05-02,17.850000,18.030001,17.520000,17.656000,17.656000,1122
2016-05-03,17.584999,17.730000,17.360001,17.474001,17.474001,452
2016-05-04,17.475000,17.475000,17.200001,17.277000,17.277000,421
2016-05-05,17.365000,17.605000,17.270000,17.302000,17.302000,242
2016-05-06,17.340000,17.590000,17.334999,17.507000,17.507000,128
2016-05-09,17.469999,17.475000,16.959999,17.070000,17.070000,368
2016-05-10,16.969999,17.129999,16.959999,17.075001,17.075001,190
2016-05-11,17.235001,17.575001,17.230000,17.302000,17.302000,58
2016-05-12,17.320000,17.320000,17.087000,17.087000,17.087000,36
2016-05-13,17.155001,17.180000,16.985001,17.115000,17.115000,54
2016-05-16,17.219999,17.219999,17.142000,17.142000,17.142000,30
2016-05-17,17.320000,17.320000,17.235001,17.235001,17.235001,65
2016-05-18,17.145000,17.145000,16.799999,17.120001,17.120001,78
2016-05-19,16.910000,16.910000,16.415001,16.479000,16.479000,80
2016-05-20,16.465000,16.518999,16.465000,16.518999,16.518999,2
2016-05-23,16.320000,16.434999,16.320000,16.410000,16.410000,23
2016-05-24,16.320000,16.320000,16.238001,16.238001,16.238001,10
2016-05-25,16.245001,16.334999,16.245001,16.254999,16.254999,205
2016-05-26,16.285000,16.455000,16.280001,16.337999,16.337999,197
2016-05-27,16.295000,16.325001,16.174999,16.246000,16.246000,400
2016-05-31,16.010000,16.105000,15.960000,15.972000,15.972000,80
2016-06-01,16.000000,16.000000,15.906000,15.906000,15.906000,7
2016-06-02,16.025000,16.025000,16.004999,16.004999,16.004999,2
2016-06-03,16.350000,16.430000,16.344999,16.346001,16.346001,7
2016-06-06,16.427999,16.427999,16.427999,16.427999,16.427999,0
2016-06-07,16.377001,16.377001,16.377001,16.377001,16.377001,10
2016-06-08,16.549999,17.049999,16.549999,16.968000,16.968000,10
2016-06-09,17.129999,17.253000,16.980000,17.253000,17.253000,25
2016-06-10,17.315001,17.315001,17.315001,17.315001,17.315001,0
2016-06-13,17.427999,17.427999,17.427999,17.427999,17.427999,0
2016-06-14,17.410000,17.410000,17.410000,17.410000,17.410000,1
2016-06-15,17.490000,17.490000,17.489000,17.489000,17.489000,1
2016-06-16,17.700001,17.700001,17.254999,17.594000,17.594000,10
2016-06-17,17.420000,17.455000,17.400000,17.400000,17.400000,2
2016-06-20,17.445000,17.503000,17.445000,17.503000,17.503000,3
2016-06-21,17.311001,17.311001,17.311001,17.311001,17.311001,80
2016-06-22,17.230000,17.305000,17.230000,17.305000,17.305000,3
2016-06-23,17.348000,17.348000,17.348000,17.348000,17.348000,34
2016-06-24,17.215000,17.825001,17.215000,17.785000,17.785000,64
2016-06-27,17.865000,17.865000,17.740000,17.740000,17.740000,1
2016-06-28,17.839001,17.839001,17.839001,17.839001,17.839001,61138
2016-06-29,17.799999,18.514999,17.799999,18.362000,18.362000,26073
2016-06-30,18.315001,18.855000,18.245001,18.582001,18.582001,1444
2016-07-01,18.790001,19.924999,18.775000,19.544001,19.544001,1083
2016-07-05,19.754999,21.094999,19.625000,19.865999,19.865999,948
2016-07-06,20.330000,20.495001,19.945000,20.160000,20.160000,407
2016-07-07,20.139999,20.219999,19.530001,19.798000,19.798000,536
2016-07-08,19.735001,20.209999,19.400000,20.058001,20.058001,384
2016-07-11,20.370001,20.605000,20.215000,20.264000,20.264000,138
2016-07-12,20.410000,20.465000,20.100000,20.129999,20.129999,141
2016-07-13,20.385000,20.420000,20.195000,20.370001,20.370001,86
2016-07-14,20.440001,20.440001,20.084999,20.281000,20.281000,115
2016-07-15,20.230000,20.230000,20.080000,20.125000,20.125000,93
2016-07-18,20.025000,20.094999,19.745001,20.044001,20.044001,301
2016-07-19,19.959999,20.010000,19.920000,19.975000,19.975000,46
2016-07-20,19.625000,19.625000,19.410000,19.582001,19.582001,136
2016-07-21,19.375000,19.784000,19.325001,19.784000,19.784000,28
2016-07-22,19.790001,19.795000,19.657000,19.657000,19.657000,75
2016-07-25,19.500000,19.665001,19.400000,19.615000,19.615000,122
2016-07-26,19.674999,19.684999,19.590000,19.655001,19.655001,171
2016-07-27,19.965000,19.965000,19.965000,19.965000,19.965000,124
2016-07-28,20.290001,20.500000,20.160000,20.160000,20.160000,23
2016-07-29,20.200001,20.312000,20.070000,20.312000,20.312000,90
2016-08-01,20.495001,20.655001,20.465000,20.465000,20.465000,19
2016-08-02,20.405001,20.750000,20.405001,20.666000,20.666000,32
2016-08-03,20.625000,20.645000,20.405001,20.436001,20.436001,22
2016-08-04,20.395000,20.420000,20.100000,20.406000,20.406000,28
2016-08-05,20.270000,20.270000,19.780001,19.780001,19.780001,10
2016-08-08,19.690001,19.840000,19.690001,19.768000,19.768000,29
2016-08-09,19.813999,19.813999,19.813999,19.813999,19.813999,9
2016-08-10,20.195000,20.355000,20.134001,20.134001,20.134001,10
2016-08-11,19.983999,19.983999,19.983999,19.983999,19.983999,0
2016-08-12,19.672001,19.730000,19.672001,19.672001,19.672001,10
2016-08-15,19.820999,19.820999,19.820999,19.820999,19.820999,1
2016-08-16,19.950001,20.065001,19.848000,19.848000,19.848000,27
2016-08-17,19.627001,19.695000,19.627001,19.627001,19.627001,1
2016-08-18,19.830000,19.850000,19.719999,19.719999,19.719999,12
2016-08-19,19.365000,19.365000,19.301001,19.301001,19.301001,2
2016-08-22,18.855000,18.950001,18.843000,18.843000,18.843000,24
2016-08-23,18.924999,18.924999,18.910000,18.910000,18.910000,26
2016-08-24,18.820000,18.820000,18.540001,18.545000,18.545000,13
2016-08-25,18.478001,18.504999,18.478001,18.478001,18.478001,3
2016-08-26,18.695000,18.695000,18.594999,18.645000,18.645000,4
2016-08-29,18.761999,18.761999,18.761999,18.761999,18.761999,47463
2016-08-30,18.860001,18.940001,18.549999,18.577000,18.577000,14289
2016-08-31,18.580000,18.795000,18.520000,18.622000,18.622000,1589
2016-09-01,18.700001,18.900000,18.584999,18.857000,18.857000,370
2016-09-02,18.860001,19.395000,18.780001,19.275999,19.275999,508
2016-09-06,19.395000,20.100000,19.315001,20.049000,20.049000,825
2016-09-07,19.969999,20.014999,19.735001,19.759001,19.759001,236
2016-09-08,19.795000,19.875000,19.580000,19.591000,19.591000,237
2016-09-09,19.615000,19.620001,19.025000,19.282000,19.282000,125
2016-09-12,19.035000,19.035000,18.715000,18.915001,18.915001,253
2016-09-13,19.170000,19.170000,18.889999,18.889999,18.889999,76
2016-09-14,18.995001,18.995001,18.982000,18.982000,18.982000,107
2016-09-15,18.965000,19.040001,18.809999,18.959000,18.959000,133
2016-09-16,18.889999,18.889999,18.750000,18.781000,18.781000,79
2016-09-19,18.875000,19.235001,18.875000,19.205999,19.205999,48
2016-09-20,19.200001,19.200001,19.139999,19.195000,19.195000,13
2016-09-21,19.686001,19.686001,19.686001,19.686001,19.686001,22
2016-09-22,19.985001,20.020000,19.879999,20.020000,20.020000,42
2016-09-23,19.855000,19.855000,19.733000,19.733000,19.733000,48
2016-09-26,19.559999,19.559999,19.516001,19.516001,19.516001,38
2016-09-27,19.379999,19.379999,19.087000,19.087000,19.087000,30
2016-09-28,19.049999,19.055000,19.044001,19.044001,19.044001,56
2016-09-29,19.225000,19.225000,19.010000,19.115000,19.115000,94
2016-09-30,19.400000,19.600000,19.139000,19.139000,19.139000,70
2016-10-03,18.870001,18.870001,18.795000,18.795000,18.795000,13
2016-10-04,18.500000,18.500000,17.712999,17.712999,17.712999,160
2016-10-05,17.850000,17.850000,17.605000,17.634001,17.634001,19
2016-10-06,17.735001,17.764999,17.280001,17.288000,17.288000,16
2016-10-07,17.245001,17.520000,17.195000,17.323999,17.323999,69
2016-10-11,17.650000,17.650000,17.455999,17.455999,17.455999,5
2016-10-12,17.500000,17.500000,17.455000,17.455000,17.455000,11
2016-10-13,17.440001,17.450001,17.410000,17.410000,17.410000,9
2016-10-14,17.344999,17.434999,17.330000,17.393000,17.393000,32
2016-10-17,17.415001,17.426001,17.415001,17.426001,17.426001,13
2016-10-18,17.650000,17.650000,17.495001,17.591000,17.591000,21
2016-10-19,17.584999,17.709999,17.584999,17.615999,17.615999,9
2016-10-20,17.684999,17.684999,17.424999,17.502001,17.502001,17
2016-10-21,17.448000,17.448000,17.448000,17.448000,17.448000,0
2016-10-24,17.562000,17.562000,17.562000,17.562000,17.562000,12
2016-10-25,17.629999,17.736000,17.629999,17.736000,17.736000,12
2016-10-26,17.655001,17.655001,17.584999,17.584999,17.584999,6
2016-10-27,17.590000,17.604000,17.590000,17.604000,17.604000,33
2016-10-28,17.625000,17.855000,17.605000,17.761999,17.761999,38
2016-10-31,17.809999,17.809999,17.761999,17.761999,17.761999,4
2016-11-01,18.000000,18.450001,18.000000,18.385000,18.385000,50
2016-11-02,18.330000,18.660000,18.330000,18.660000,18.660000,14
2016-11-03,18.382999,18.382999,18.330000,18.382999,18.382999,4
2016-11-04,18.341999,18.370001,18.341999,18.341999,18.341999,10
2016-11-07,18.150000,18.195000,18.124001,18.124001,18.124001,10
2016-11-08,18.299999,18.700001,18.299999,18.330000,18.330000,21
2016-11-09,18.770000,18.799999,18.357000,18.357000,18.357000,19
2016-11-10,18.475000,18.716000,18.459999,18.716000,18.716000,4
2016-11-14,17.459999,17.459999,16.805000,16.877001,16.877001,22
2016-11-15,17.049999,17.049999,17.028999,17.028999,17.028999,1
2016-11-16,16.914000,16.924999,16.914000,16.914000,16.914000,1
2016-11-17,16.761000,16.761000,16.761000,16.761000,16.761000,0
2016-11-18,16.613001,16.613001,16.613001,16.613001,16.613001,3
2016-11-21,16.511999,16.549999,16.511999,16.511999,16.511999,3
2016-11-22,16.622999,16.622999,16.622999,16.622999,16.622999,2
2016-11-23,16.254999,16.382999,16.254999,16.382999,16.382999,2
2016-11-25,16.540001,16.540001,16.464001,16.464001,16.464001,1
2016-11-28,16.577999,16.577999,16.577999,16.577999,16.577999,66688
2016-11-29,16.605000,16.700001,16.389999,16.660999,16.660999,17875
2016-11-30,16.545000,16.715000,16.395000,16.406000,16.406000,1213
2016-12-01,16.495001,16.629999,16.250000,16.427000,16.427000,777
2016-12-02,16.615000,16.775000,16.305000,16.753000,16.753000,144
2016-12-05,16.905001,16.959999,16.525000,16.823999,16.823999,204
2016-12-06,16.840000,16.860001,16.740000,16.740000,16.740000,268
2016-12-07,16.665001,17.202999,16.645000,17.202999,17.202999,40
2016-12-08,17.100000,17.110001,16.995001,17.025000,17.025000,75
2016-12-09,16.980000,17.020000,16.820000,16.896999,16.896999,186
2016-12-12,16.830000,17.145000,16.830000,17.115999,17.115999,104
2016-12-13,17.075001,17.150000,16.764999,16.910999,16.910999,201
2016-12-14,17.139999,17.152000,16.799999,17.152000,17.152000,164
2016-12-15,16.500000,16.500000,15.890000,15.897000,15.897000,420
2016-12-16,16.000000,16.153000,16.000000,16.153000,16.153000,135
2016-12-19,16.000000,16.025999,15.980000,16.025999,16.025999,9
2016-12-20,15.710000,16.054001,15.700000,16.054001,16.054001,17
2016-12-21,16.105000,16.125000,15.918000,15.918000,15.918000,187
2016-12-22,15.915000,15.970000,15.790000,15.815000,15.815000,75
2016-12-23,15.775000,15.800000,15.704000,15.704000,15.704000,10
2016-12-27,15.840000,15.929000,15.840000,15.929000,15.929000,14
2016-12-28,16.000000,16.025000,15.875000,15.988000,15.988000,397
2016-12-29,15.995000,16.200001,15.995000,16.163000,16.163000,119
2016-12-30,16.235001,16.235001,15.860000,15.936000,15.936000,155
2017-01-03,16.040001,16.434999,16.030001,16.356001,16.356001,6
2017-01-04,16.400000,16.499001,16.395000,16.499001,16.499001,7
2017-01-05,16.645000,16.709999,16.584000,16.584000,16.584000,5
2017-01-06,16.375000,16.490000,16.375000,16.466000,16.466000,4
2017-01-09,16.445000,16.660000,16.445000,16.629999,16.629999,4
2017-01-10,16.635000,16.802999,16.594999,16.802999,16.802999,242
2017-01-11,16.610001,16.783001,16.610001,16.783001,16.783001,3
2017-01-12,16.780001,16.780001,16.780001,16.780001,16.780001,5
2017-01-13,16.719999,16.719999,16.719999,16.719999,16.719999,9
2017-01-17,17.101999,17.101999,17.101999,17.101999,17.101999,104
2017-01-18,17.235001,17.235001,17.209999,17.235001,17.235001,104
2017-01-19,16.966999,16.966999,16.966999,16.966999,16.966999,4
2017-01-20,16.924999,17.120001,16.924999,16.997000,16.997000,67
2017-01-23,17.200001,17.200001,17.129999,17.150000,17.150000,10
2017-01-24,17.149000,17.149000,17.149000,17.149000,17.149000,2
2017-01-25,16.830000,16.959999,16.830000,16.944000,16.944000,5
2017-01-26,16.813999,16.813999,16.813999,16.813999,16.813999,0
2017-01-27,17.100000,17.100000,17.100000,17.100000,17.100000,159
2017-01-30,17.150000,17.150000,17.122000,17.122000,17.122000,26
2017-01-31,17.330000,17.559999,17.330000,17.511999,17.511999,29
2017-02-01,17.450001,17.590000,17.420000,17.420000,17.420000,15
2017-02-02,17.670000,17.670000,17.402000,17.402000,17.402000,19
